Text,Polarity ,
অপুরন্ত শ্রদ্ধা ভক্তি ও ভালবাসা জানায় এই সাহসী সন্তানকে যিনি অনুপ্রানিত করত বিশ্বের কোটি কোটি মানুষকে,Positive,
হে রাব রক্ষা কর মুসলিম জাহানকে,Positive,
নাসির হোসেনের সমর্থকরা এই ইভেন্টে জয়েন করুন,Positive,
আসসালামু আলাইকুম আমি শুভ মহিউদ্দীন,Positive,
মোমিনুল নাসির বা এনামুলকে নেয়া হোক,Positive,
বিশ্ময় বালক মেহিদি হাসান মিরাজের কন্ঠে ইমরানের একটি সুন্দর গানদেখুন ভাল লাগবে,Positive,
নিজের সেরাটা দিয়ে সবচ্চ চেস্টা করলে দিন যতই খারাপ হোক খেলা হাতে আনা সম্ভব,Positive,
মানুষ হিসেবে মানুষের পাশে দাড়ানো মানুষের নৈতিক দায়িত্ব,Positive,
ওরে মহৎ খবর রে এই খবর শুনে আমি ধন্য হলাম আমার পুনর্জন্ম হল,Positive,
রং কে তুমিই ফুটিয়ে তোলো কিন্তু তুমি এতগুলো কিউট যে রং তোমাকে ফুটিয়ে তুলবে সে ক্ষমতা রং এর নেই,Positive,
ক্রিকেটের খুঁটিনাটি পেইজের সাথেই থাকুন খবর রাখুন টাইগার ক্রিকেটের,Positive,
আসা করি ভাল কাজ করবে টামপ,Positive,
অমি চাই তাড়াতাড়ি ভাল হোক,Positive,
ইয়া আল্লাহ রোহিঙ্গা মুসলিম কে হেফাজত কর,Positive,
ভাল মানের খেলোয়াড় ভাল মনের খেলোয়াড় এর মাঝে অনেক তফাত,Positive,
দোয়া করি বিশ্ব রেকড আরো করো,Positive,
আল্লাহ আপনি বিশ্বের সকল মুসলিমদের হেফাজত করুন,Positive,
শান্তিরক্ষক অং সং সুচি কে আবার নোবেল দেওয়া হোক,Positive,
চাইতে দেখি এই এর বেশি জাদু করছ আমারে একটু বল,Positive,
ঠিক বলেছে ফাকিস্তান যুদ্ধের জন্য তৈরী,Positive,
শুভ কামনা রইলো বন্দু মীম,Positive,
এমনকি কোন প্রশ্ন থাকলে সরাসরি এ আমার সাথে কথা বলতে পারেন,Positive,
সরকারের প্রতি আকুল আবেদন তাদেরকে আশ্রয় দেওয়া হোক,Positive,
দয়া করে একাদশে রুবেল ও তাছকিন এর জায়গায় নাসির ওআল আমিন কে নেওয়া হোক,Positive,
দেশের প্রত্যেক জনগন এমনকি শিশুরাও সুন্দরবন চায় গনভোট দিলে প্রায় সবই এই পক্ষে,Positive,
মিরাজ নতুন  ওকে এই প্রেসারে না খেলিয়ে আর একটু উপরে খেলান দরকার,Positive,
ভাই ইউসুফ তোমাকে ধন্যবাদ তোমার আরও সাপল্ল কামনা করি,Positive,
তিনি অাসলে দুনিয়ার সুখ করে গেল,Positive,
তোমার আমি খুব ভালো বাসি তিমি,Positive,
আমার সবচেয়ে প্রিয় ও জি পি আপনার সব প্যাকেজ আনলিমিটেড চাই,Positive,
তুমিই গর্ব তুমিই অহংকার সাকিব্বাই,Positive,
আমার পচ্ছন্দের একজন তুমি এবং তানিয়া আপু,Positive,
ভালো লাগা থেকে হয় ভালোবাসা মনের কথা বুঝায় দেন আপ্নের ভাষায়,Positive,
আশ্রায় দিয়া উচিত পরিবেশ শান্ত হলে ফিরে যেতে হবে,Positive,
এগিয়ে যাও সাকিব আল হাসান,Positive,
সড়কের পাশে চপ্পল সেলাই করিয়ে নিলেন মন্ত্রী এমনো অনেক ভালো লোক আছে মন্ত্রী,Positive,
একবারে রাইট কথা অন্যায় করলে পানিসমেন্ট দেয়া উচিৎ,Positive,
আদশ বেঁচে থাকবে সারা জিবন,Positive,
খুব ভাল মাশাল্লাহ এই ভাবেই চাই,Positive,
খুবি ভালো লাগতেছে দেখে আপনাদেরকে ধন্যবাদ,Positive,
অলরাউন্ডা এর সব কিছুই অল রাউন্ডার,Positive,
আললাহ তুমাদেরকে হেফাজত করবে ইনসিআললা,Positive,
বাংলাদেশ আনসার বাহীনির স্যালুট আপ দ্যা সাকিব,Positive,
আমরা একটু আগে দেখলামখুব ভাল লেগেছে,Positive,
অভিনন্দন অাবারো টেস্টে পাঁচ উইকেট নেওয়ার জন্য,Positive,
হাসতে হাসতে বেহুশ হয়ে যাবেন রাজত্ব,Positive,
নয়াদিগন্ত সবসময় সত্যে কথা বলে,Positive,
শুভ অষ্টমী পূজার শুভেচ্ছা বিদ্যা মেডাম ও সবাইকে,Positive,
বিপদে পাশে ধারানো মানবিক কাজআর বাকি যাই হউক,Positive,
সাকিব ভারি সুন্দর লাগছে তোমাদের কে,Positive,
আল্লাহ মায়ানমার মুসুলমানদের কে হেফাজত কর আমিন,Positive,
জয় আবার আসবেই ইনশাআল্লাহ,Positive,
তুমি সুনধর তাই চেয়ে থাকি,Positive,
ক্ষমাশীল পরার্থপরাতক জ্ঞানী সাহায্যকারী ধার্মিক পরামর্শদাতা বন্ধুত্বসুলভ আদর্শবাদী,Positive,
বিশ্ব একজন সংগ্রামি নেতাকে হারাল,Positive,
জাস্ট ওয়াও অসাম গানের লোকেশন গানের কলি সুর হাবিবের কন্ঠ মিম এবং বাপ্পির এক্সপ্রেশন সবই দেখার মত,Positive,
আল্লা তুমি তাদের হেফাজত করো আমিন,Positive,
ভাই আপনাকে এত সুন্দর যুক্তিগুলো দেয়ার জন্য,Positive,
মরলে দেশের মানুষ খুশি হবে,Positive,
ভাই আপনি অনেক দিছেন দলকে এবার মনে হচ্ছে মোশাররফ হোসেন রুবেল দলকে কিছু একটা দিবে,Positive,
এদের জন্যই নাসিরাবাদের মত ঘটনা সৃষ্টি হয় সব ধর্মের মধ্যে সম্প্রীতি বজায় রাখাটা জরুরী,Positive,
আমি বাংলা নাটক পছনদ করি,Positive,
পর্শ্ববতী দেশ হিসা বে প্রথম এ আমরা তা দের কে স াহায্য করা উচিৎ,Positive,
ইয়েস জিতবে ঢাকা দেখবে দেশ লাভ ইউ সাকিব,Positive,
আপডেট পেতে ভদ্র ফাজিল পেইজে,Positive,
সাকিবের কাছ থেকে এমন পারফর্মমেন্স আমরা চাই  এগিয়ে যাও সাকিব,Positive,
বিদ্যা দিদি খুবই ভাল লাগলো তোমার কথা গুলি,Positive,
মনে হয় ওর পছন্দ হইছে,Positive,
আপু আপনার সব ছবি গুলো দেখি আপু আমি কুয়েত থেকে,Positive,
আল্লাহ তুমি এই ভাইর সব কিছু সহজ করে,Positive,
খুব ভাল লাগছে দুজনকে দেখে তোমার বউ চুলের রঙ পাল্টেছে কালো একেবারে খারাপ ছিল না শুভেচ্ছা,Positive,
ভাই গরিব এর জন্য আল্লা হ আছে,Positive,
ভয় পান তাহলে সঠিক ভাবে পর্দা করুন  শর্ট বা,Positive,
সত্যিই তুমি অসহায় মানুষের বন্ধু এরদুগান হাজার বছর বেচে থাকো আমাদের মাঝে,Positive,
প্রত্যেক প্রাণীকেই মৃত্যুর স্বাদ গ্রহন করতে হবে,Positive,
তাই একটা ভালো সুযোগ আছে বাংলাদেশের,Positive,
তামিম রান করতে বল লেগেছে,Positive,
সারা জীবনে এই একটা কথা ভালো বলছে তাই ধন্যবাদ,Positive,
তাই  খুব ভাল,Positive,
দোয়া করি আর ভাল করেন আমারা আছি আপনাদের সাথে,Positive,
সবার কাছে একটাই অনুরোধ নির্যাতিত মাজলুম রোহিঙ্গা মুসলমানদের জন্য আল্লাহর কাছে দোয়া করুন,Positive,
ধন্যবাদ সাকিব তুমি আরো ভালো করো,Positive,
এই পেজের কমেন্ট বক্স থেকে আগামীদিনের মাওলানা উঠবে,Positive,
মোশারফ এর জাইগাই নাসির কে দরকার,Positive,
সর্বকালের সর্বশ্রেষ্ঠ অলরাউন্ডার সাকিব আল হাসান,Positive,
আপনে আমার কুব পচন্দের একজন মানুশ,Positive,
ঢাকার সাথে ছিলাম সাথে আছি সাথে থাকবো,Positive,
সীমান্ত খুলে দেওয়া হক তারা যাতে বাংলাদেশে আসতে পারে,Positive,
সিমান্তে গেইট খুলে দেওয়া হুক,Positive,
আসলে কাদের সাহেব একজন ভাল মনের মানুষ,Positive,
সাকিব জাতির কাছে খমাচাওয়া উচিৎ,Positive,
আল্লাহয় ওদেরকে রহমত দান করুন,Positive,
মানুষ মানুষের জন্য রোহিঙ্গাদের জন্য সীমান্ত খুলে দেয়া দরকার,Positive,
সত্যিকার বিকাশ এর সেবা অসাধারণ,Positive,
খুশি হলাম খুব ভাল কাজ,Positive,
অস্থির একটা পেইজ বুড়ো দাদু আমাদের নতুন এডিটর লাগবে লাইক দিয়ে মেছেজে যোগাযোগ করুন,Positive,
বিপিএল মোস্তাফিজের সহ্য বাংলাদেশের সকল খেলার সংবাদ দেখতে এই পেইজটিতে লাইক দিন,Positive,
বর্তমানে আমাদের টাকায় একটি আকর্ষণীয় রাউটার আছে,Positive,
কেমন আছো মিম তোমার ঠুটে তিল টা খুব সুন্দর লাগছে,Positive,
মিরাজ হবে আমাদের ভবিষ্যৎ বিশ্বসেরা অলরাউন্ডার,Positive,
বক্তদের কারনে আপনি কিন্তুু এখন সাকিব আল হাসান মনে রাখতে হবে,Positive,
আপোসহীন নেত্রী আপনার চাইতে ভালো বুঝেনভাইজবাব সঠিক সময় আসলেই দিবেন তিনি,Positive,
অনেক অনেক শুভ কামনা তোমায়,Positive,
আমার মতে বয়াটার খুলে তাদের কে বাসসুচতান দেবার দরকার,Positive,
আপনার সর্বাঙ্গীণ মংগল কামনা করছি,Positive,
আগের মেয়েটা কি গাইল এখন মন ভরে যাওয়া গান শুনছি,Positive,
সত্যি তুমি বাংলার বীর সন্তান,Positive,
ভালো আল্লাহ যেন তার আশা পূরণ করেম আমিন,Positive,
মিয়ানমারে আবারো আন্তর্জাতিক কড়া নিষেধাজ্ঞা জারি করা উচিত,Positive,
ইয়া আল্লাহ তুমি ছাড়া সাহায্যকারী তাদের আর কেউ নাই,Positive,
ওদের নিযে বাঙলাদেশের অভিঙ্গতা যেমন তেমনি ব্যবহার করা উচিত,Positive,
তাহলে সমস্ত মুসলমান দায়ি থাকবে আল্লাহার কাছে কিয়ামতের ময়দানে এর জবাব দিতে হবে,Positive,
আল্লাহ তুমি ইটলিয়দের হেদায়েত করুন,Positive,
সাকিব বাই তোমার গজনে সেরা অার মিরাজ তারতো তুলনাই নাই,Positive,
এই নাছির বাংলাদেশকে অনেক মেচ জিতালো,Positive,
বাংলাদেশ জাতীয়তাবাদী দল বিএনপির সিনিয়র ভাইস চেয়ারম্যান এর শুভ জন্মদিন সফল হোক সুন্দর হোক,Positive,
আল্লাহ তুমিই ভাল বুজ যা কর তুমি আল্লাহ বান্দার ভালর জন্যই কর আমিন,Positive,
এই ম্যাচ জেতা মানে কাপ ঘরে নিয়ে যাওয়া সাবাশ খুলনার বাঘ,Positive,
অনেক ভাল হবে আপনার পসতাব,Positive,
আল্লাহ তুমি এদের সাহায্যে করুন,Positive,
আমি আবুদাবী প্রবাসী সকল প্রবাসীর অভিননদন,Positive,
সাবাস ভাইজানভাইয়া আমার দোয়া রয়লো,Positive,
তাহলে গোটা দুনিয়াটা অনেক সুন্দর হতো,Positive,
হে আললাহ তুমি সকল মুসলমানদের হেফাজত করিও অামিন,Positive,
মেয়েটা এত মায়াজে শুদুই আদর করতে ইচেছ করে কিঊট মামুনি অনক বড় হও তোমি,Positive,
সিমান্ত অবশ্যই খুলে দিতে হবে,Positive,
তবু সাকিব সারা বিশ্বের হিরো সাকিব আমাদের দেশের অহংকার,Positive,
এই হলো বঙ্গবন্ধু কন্যা শ্রদ্ধায় মাথা অবনত,Positive,
ভাই এগিয়ে যাও আমরা আছি,Positive,
খুব সুন্দর হয়েছে দিদি তোমাকে দারুন লাগছে শুভ অষ্টমী দিদি,Positive,
অনেক অনেক শুভ কামনা রইল তোমার জন্য,Positive,
আমাদের সমুদ্র সীমা পাহাড়া দেওয়ার জন্য সাবমেরিনের অনেক বেশি প্রয়োজন,Positive,
সাকিব ভাই বাংলাদেশের প্রাণ এবং আজ যে খেলাটা হল সেটা পুরো বাংলাদেশ দুক্ষ পেল,Positive,
সাকিব ভাই তামিম ভাই মুশি ভাই ইমরুল ভাই একটু দায়িত্ব নিয়ে কাল করলে বাংলাদেশ জয়ের সপ্ন দেখতে পারে৷,Positive,
ঢাকা কল্যানপুরে জরুরী ভিত্তিতে বি রক্তের প্রয়োজন  যোগাযোগঃ শেয়ার করুন,Positive,
বর তার নিেজর কথা রাকছে টিক করছে ধন্যবাদ,Positive,
খুবই খুশির খবর অত্যাচারী জালিমদের সবকিছু পুড়ে ছাই হয়ে যাক এটা ওদের পাপের ফল,Positive,
মজলুমরাই আজ দাড়ালো মজলুমদের পাশেআল্লাহ তুমি উভয় মজলুমের হেফাজতকারী,Positive,
খুব সুন্দর পরিবেশনা ধন্যবাদ অনেম ভাল লেগেছে,Positive,
চাকর বলল এতকিছুর পরও আমি শুধু আপনাকে এটাই বলব আল্লাহ সবসময়ই ভালো ও সঠিক কাজর করেন,Positive,
আমরার দরকার একটা হাতি আর বানরের যাহ্,Positive,
শুভ জন্মদিনে অনেক অনেক অনেক শুভেচ্ছা জন্মদিনের উপহার হিসাবে প্রতিনিয়ত নাটকে দেখতে চাই,Positive,
ছোট থেকেই তুই আমাদের সাথে খেলছিসএগিয়ে যা আশিক,Positive,
বআংলাদেশে ওদেরকে আশ্রয় দেওয়া দরকার,Positive,
মোসমান হলে আসা দেও য়া হক,Positive,
আপনারা জারা পরের ম্যাচে প্ল্যাকার্ড নিয়ে জাবেন তারা নামের প্ল্যাকার্ড নিয়ে জাবেন বিসিবিকে বোঝাতে হবে নাসির কে,Positive,
আসলেই ভারতীওরা ব্যাপক বিনোদন দেয়,Positive,
ট্রাম্প বিশ্বের সেরা প্রেসিডেন্ট হবে একদিন সবাইকে তাক লাগিয়ে একদিন নোবেল শান্তি পুরস্কারও জয় করবে,Positive,
অনেক অনেক শুভকামনা রইলো আমাদের টাইগারদের জন্য,Positive,
আশা করি আপ্নি এই শিরিজে ও নিজেকে তুলে ধরবেন ধারাবাহিক ভাবে,Positive,
আল্লাহর কাছে এই দোয়াই করি যেন আমাদের সুস্থ ভাবে দেশে ফিরে আসতে পারে আল্লাহু আকবার,Positive,
এই তো মন্তীর মত কথা ধন্যবাদ,Positive,
আমরা উক্ত ঘটনায় গভীর আনন্দ প্রকাশ করছি,Positive,
দোস্ত একখান ফাটাফাটি কথা কইছশ,Positive,
আল্লাহ হায়াতি দান করেন এমন মানোষুর জন্য,Positive,
যা দেখি তুমি তার চাইতেও সুন্দর,Positive,
মজা লসসস এটা অামার পেইজ মজা লসসস,Positive,
গ্রামীণফোন ই সেরা থাকবে আশা করি,Positive,
রোহিঙ্গারা যখন মুসলিম হয়ার কারণে হত্যা শিকার হচ্ছে তখন আমাদের দেশে বৌদ্ধরা পরম শান্তিতে বসবাস করিতে ছে,Positive,
শাস্ত্র জ্ঞান যাদের আছে তাঁরাই শাস্ত্রীয় সংগীতে আকৃষ্ট হয়,Positive,
তাদের কে বাংলাদেশে রাখা হোক সমাধান হলে পাঠিয়ে দিবে এটাই আমি সরকারের কাছে দাবি করি,Positive,
মেহেদি হাসানের দারুন ফিনিশের কারনে,Positive,
ধন্যবাদ এস অাই বিল্লালঅাপনার মত পুলিশের সংখ্যা বারুক প্রত্যাশা করি,Positive,
যে মনকে পরিষ্কার করতে পারে দেহ তার সাথেই চলে,Positive,
এদের জন্যই নাসিরাবাদের মত ঘটনা সৃষ্টি হয় সব ধর্মের মধ্যে সম্প্রীতি বজায় রাখাটা জরুরী,Positive,
অল্প রানে আমরা জিতে যাব ইনশাআল্লাহ,Positive,
তানিয়া আপু আমার খুবই প্রিয় ব্যক্তিত্ব,Positive,
আল্লহর কাছে উনার প্রতি দোয়া প্রার্থী আশা নয় বিশ্বাস সকল প্রকার অপশক্তি হতে উনাকে হেফাজত করবেন,Positive,
মহ ান দয়ালু আল্লাহ তু মি জেপাজত ক রো তু র্কি বা সি কে,Positive,
আমি বিশ্বাস করি আপনি পারবেন,Positive,
আর নাম্বার পজিশনে অন্তত একজন বিগ হিটার প্রয়োজন,Positive,
তানিয়া আপু আমার খুবই প্রিয় ব্যক্তিত্ব,Positive,
আপাতত তাদেরকে আশ্রয় দেয়া উচিত পরে পরিস্থিতি শান্ত হলে বিবেচনা করে একটা সিদ্ধান্ত নেয়া যাবে,Positive,
ওনেক ওনেক খোশি হোলাম আজকে,Positive,
আল্লাহ তুমি মুসলিম ভাই বোনদের রখা করআমিন,Positive,
আধুনিক ডিজাইনের কারনে ঘরের সৌর্ন্দয্য আরও বাড়িয়ে তুলবে,Positive,
ইনশাআল্লাহ টেষ্টে ও আমরা জিতব,Positive,
মিম আপু ঠিক বলেছো দুই সাব্বির ভাইয়া খুব মজার মানুষ তাদের এক্টিং আমার খুব ভাল লাগে,Positive,
এভাবে যেন সোনার বাংলা হয় আলোয় আলোকিত,Positive,
হুম সমরেশ বাবুর কথায় যুক্তি আছে,Positive,
খবর টা দেওয়ার জন্য ধন্যবাদ ইসলামের ভাইরাস হল জামাত,Positive,
সারা পৃথিবীতে জঙ্গিদের নিধন হচ্ছে তাই সারা পৃথিবীতে জঙ্গিরা জনপ্রিয় হচ্ছে অসাধারণ,Positive,
ওওওলে আম্মুটা কি কিউট লাগছেতোমাকেউ হেব্বি লাগছে ভাইয়া,Positive,
আমরা দোয়া করি খাতিজা আপু জেনো ভালো হয়ে জায়,Positive,
মানুষ হলে রোহিঙ্গাদের সাহায্য করুন,Positive,
মশা রফ আউটনাসির ভাই ইন,Positive,
মজা নিতে হইলে এই দিকে আসতেই হইবো অস্থির ফানি পেইজ আমার আপন ভুবন,Positive,
সাকিব ভাই কিছু একটা করেননাসির ভাই কে দলে চাই,Positive,
যাই কর আল্লাহ্ ঠিকই তাকে তার প্রতিদান দিবেন,Positive,
ভালো হয়েছে না খেয়ে মর কুত্তার জাত,Positive,
আমি আন্তরিক ভাবে খুসি হয়েছি,Positive,
কথাগুলো সত্যি বলেছেন কিন্তু ফায়দাটা একটু হলেও তুলে নেয়া যায় তথের জন্য অবশ্য আপনাকে ধন্যবাদ জানাই,Positive,
মেয়েটার জম্ম হয়েচে হাসি মুখে ছবি তুলার জন্ন তাই স্মাট্ বাবারকিউট মেয়ে আলাইনা হাসান,Positive,
হে আল্লাহ তোমি মায়ানমারে মুসমান দের বাচাও,Positive,
এদের কে আলাদা রাষ্ট্র করে দেয়া হোক,Positive,
পরিবার তন্ত্র হিসাবে তো আমরা জানি,Positive,
অসাধারণ পোস্ট  সবাই একসাথে চলো বহুদূর সবার জন্য রইল শুভ কামনা,Positive,
পুরাতন কিছু বাংলালিংক এর সুন্দর নাম্বার,Positive,
হা হা হা ব্রাজিলের জয়,Positive,
বছরের সেরা ফান কেবল আওয়ামীলীগেই পাওয়া যায়,Positive,
সাকিব ভাই অাপনাদের দুই জনকে ভালো লাগছে,Positive,
আললাহ বেহেসত নছিব করুন,Positive,
যারা খেলা ভালো বাসেন তারা লাইক দিন,Positive,
এই সাফল্যলাভ করার জন্য সারাদুনিয়া এইসব ক্রিকেটবোদ্ধাদের অজুহাতের বিশ্বচ্যাম্পিয়ন উপাধিতে ভূষিত করেছে,Positive,
খুব ভাল লাগছে আপনাদের সবাই আমার প্রিয় লোক,Positive,
শুরুর নায়ক যদি মিরাজ হয় শেষের নায়ক সাকিব,Positive,
মোসা চেয়ে নাসির হাজার গুনে ভালো,Positive,
তোমার হা তে এ দে শেরে পতাকা ভয় কি জয় বাংলা সাবাস বাংলা দেশ,Positive,
আমরা জিতলেও বাংলাদেশ হারলেও বাংলাদেশ,Positive,
অসাধারন এক ম্যাচ উপহার দেওয়ার জন্য ধন্যবাদ,Positive,
অসাধারন আমি তোমারে বিয়ে করতে চাই,Positive,
জায়গা দেয়া হউক কারন এরা মুসলিমআমরাও মুসলিম প্রধান দেশ,Positive,
যেই কথা সেই কাজ বসে্র কথারদাম আছে,Positive,
আললাহ আপনি আপনার ঘর রখাকরুন সবাই বলি আমিন,Positive,
সবাই কে সমান অধিকার নিশ্চিত করতে হবে,Positive,
ইননানিললাহি ওয়া ইননা ইলাইহি রাজিওন আললা ওনাকে জাননাতের মেহমান হিসেবে মেনে নিন আমিন,Positive,
তোমার ব্যাটিংটা একটু ভালো হোক জাতি আশা করে,Positive,
সু সময়ে নয় দুষ সময়ে পাশে থাকার নাম ই ভালবাসা যে কোন পরিস্তিতে মাসরাফির সাপোর্ট করে যাব,Positive,
আল্লাহ্ তুমি তাদেরকে জিবীত উধ্বার করে এনে দাওআমিন,Positive,
তারা আমাদের কাছে মানবিক আশ্রয়ের দাবিদার সালে যেমন ভারত আমাদের আশ্রয় দিয়ে ছিল,Positive,
মিরাজ তোমাকে সেলুটতোমাকে আর এগিয়ে যেতে হবে,Positive,
আপনার কথা খুব ভালো লাগে,Positive,
মানবতার পাশে দাড়ানোর জন্য বিবিসি কে লাখে সালাম,Positive,
ভাই অনেক ধন্যবাদ নাসির ভাইকে ব্যাট এবং বলে সুযোগ দেওয়ার জন্য,Positive,
সৌম্যর এমন ভরাডুবি দেখবো ভাবিনি সৌম্যর জন্য প্রার্থনা করা উচিত,Positive,
হে আল্ল ওদের রহমাত করুন,Positive,
মিরাজ ভাল করবেন আমরা আশা করি আর নিয়মিত দলের মধ্য দেখতে চাই চাই,Positive,
মুসলমানদের সাথে তর্ক না করাই ভালো,Positive,
ভাই জটিল জোক্স লিখছেন মজা পাইলাম রেন্ডিয়ানদের এভাবে বাঁশ দেওয়া উচিত ধন্যবাদ,Positive,
আল্লাহ্ মহান হাজার কোটি শুকুরিয়া শেখ হাসিনা কে হেফাজত রাখায়,Positive,
তোমাদের হাসি দেখে আমারও হাসি পাচ্ছে  সুখে থাক,Positive,
অনন্তকালের জীবন আখিরাতের জীবনের জন্য কিছু করা উচিত,Positive,
জাকির নায়েক আপনি এগিয়ে জান আল্লাহ আপনাকে সাহায়্য করবে,Positive,
তোমাকে আমার অনেক ভাল লাগে মেম,Positive,
হে আল্লাহ আপনি হুজুরকে জাননাতুল ফেরদাউস নসিব করেন আমীন,Positive,
পরিপূর্ণ সুস্হ হওয়ার জন্য অশেষ দোয়া,Positive,
আল্লা তোমাকে হায়াত দান করুক সবাই মেয়েটির জন্য দোয়া করবেন,Positive,
রাষ্ট্রীয় হত্যাযজ্ঞের শিকার মায়ানমারের মুসলমানদের তুমি রক্ষা কর তাদের প্রতি রহম কর আমীন,Positive,
ধনী হতে চাইলে পরিশ্রমী হোন,Positive,
তাদের মাধ্যমে বাংলাদেশ অনেক সাফল্য লাভ করবে,Positive,
সব সংবাদ সত্যতার সাথে প্রচার করুন,Positive,
একাত্তরে ইন্ডিয়া তার নিরাপত্তার সার্থে যেভাবে বাংগালীদের আশ্রয় দিয়ে,Positive,
চিন সক্ষম চিন শান্ত চিন সফল,Positive,
ভাইয়া আপ্নার পোস্ট অনেক ভালো হয়চে,Positive,
সত্যি আমার গ্রামীণ সিমটি আমার অনেক উপকার করছেধন্যবাদ গ্রামীণ,Positive,
সত্যি আপু আপসে আমার অনেক অনেক প্রিয়ো নাকিকা আপনার অবিনো আমার অনেক ভালো লাগে,Positive,
বাবা ও মেয়েকে অনেক ধন্যবাদ,Positive,
আলহামদুলিল্লাহ টাইগারদের নজরকারা পারফরমেন্সে অধরা টেস্ট জয় ধরা দিল,Positive,
প্রশংসা করুন অন্যকে ভালো হওয়ার জন্য উৎসাহ দিন,Positive,
ঠিক বলছেন আমরা সবাই দোয়া করি ঐ ভাই দের জন্য,Positive,
ওদের কে আসতে দেওয়া হক,Positive,
বাংলাদেশের খেলা মানে বিজয়ের উল্লাস,Positive,
মসলমান মসলমানের বাই তাই বলচি সিমতো খুলে দেয়া হোক,Positive,
ডাউন উটার জন্য ধন্যবাদ সাকিব ভাই,Positive,
পৃথিবীর সব মানুষই জানে ডাঃ জাকির নায়েক একজন ভাল মানুষ ও ইসলামিক বক্তা৷,Positive,
যার ধারা পৃথিবীতে শান্তি বিরাজ করে সেই বিজয়ী হউক,Positive,
আমার কিছু ক্রিকেট পাগল ফ্রেন্ড দরকার প্লিজ আমাকে দেন,Positive,
মুসলিম হিসাবে তাদের কে জায়গা দেওয়া উচিৎ এ মানবতা সারা আছে বাংলার মানুষের,Positive,
হায় আপু আমি আপনার অনেক বড় ফ্যন,Positive,
সত্য পথের সাথীদের আল্লাহ অবশ্যই সাহায্য করবেন ইন সা আল্লাহ,Positive,
যদি মাহমুদুল্লাহ আউট না হত খেলা টা র অ জমতজাই হক ইনশাআল্লাহ ম্যাচটা আমরাই জিতব,Positive,
আল্লাহ আপনি পৃথিবীর সবাই কে রখা করুন,Positive,
আমাদের বাংলাদেশ শেষ ঠিকানা জন নেত্রী শেখ হাসিনা আমাদের প্রান প্রিয় নেত্রীর জন্য রইলো শুভ কামনা,Positive,
আল্লাহ আপনার হাইয়াত দারায করুণ,Positive,
আসলে আপনেরে দেখে অনেক ভাল লাগছে আমি কুয়েত থেকে বলছি,Positive,
সকল মুসলিম এক হও এখনই সময়,Positive,
সাকিব ভাই নিজের ব্যাটিং এর দিকে একটু নজর দেন,Positive,
কাল কিন্তু ভাল খেলতেই হবে,Positive,
হানিফ ভাইকে অনেক ধন্যবাদ ইত্যাদি সবার প্রিয়,Positive,
হে আল্লাহ জালিমদের কে হেদায়েত করতারা হেদায়েত প্রাপ্ত না হলে তাদের ধ্বংস করে দাও,Positive,
দিনের আন্তজাতিক শোক প্রস্তাব করছি,Positive,
মুসলমানদের মনবতা আছে বলেই বাংলার এই গুটি কয়েক বৌদ্ধরা শান্তিতে আছে,Positive,
ও রাশিয়া বিশ্বকাপ খেলার আপডেট জানতে লাইক দিতে পারেন এই পেইজে,Positive,
ইত্যাদি বাংলাদেশ থেকে শুভ কামনা,Positive,
আমি মনে করি সে একজন বড় ক্রিকেটার হবে এবং দেশের জন্য বড় পাওয়া ঠিক সাকিব ভাইয়ের মত,Positive,
দোয়া করেন সবাই হ্যা আমরা পারব ইনশাআল্লাহ,Positive,
ইয়া আল্লাহু আপনি এই রোহিঙ্গা ভাইবোনদের এই জালিমদের হাত থেকে রক্ষা করুন আমিন,Positive,
এমন করে এগিয়ে যাও বাংলাদেশ,Positive,
অনেক অনেক শুভকামনা রইলো,Positive,
জেনে শুনে আবার মরার পথে পাঠানো হয়েছে আল্লাহ তুমি তাদেরকে রক্ষা করো,Positive,
ডান চোখ হতে বাম চোখের দূরত্ব যতটুকু মৃত্যু তার চেয়েও নিকটে বিশ্বনবী হযরত মুহম্মদ সাঃ,Positive,
শীতে ক্রিম না মেখে সরিষার তেল মাখা ভাল,Positive,
ভাল কিছু আপনারা উপহার দিন,Positive,
সাকিব ভাই তোমাকে ও তোমার কিউট মেয়েটাকে অনক সুন্দর লাগছে,Positive,
আল্লাহ আমাদের সবাইকে বুঝ দান করুন,Positive,
জিতবে ঢাকা আমরা সেটা দেখতে চাই,Positive,
একদম ঠিক আছেআরো কঠিন শাস্তি দেয়া উচিৎ ছিল যেন আর না করে,Positive,
আপু আপনাকে খুব সুন্দর লাগছে,Positive,
কৃষকের মুখে ফুটে ফসলের হাসি,Positive,
ট্রাম্পের জয় কোটি ভারত বাসীর জয়,Positive,
তোমার জন্য আজ আমার মায়ের কাছে দোয়া করেছি,Positive,
খুবই খারাপ সিদ্ধান্ত নাসির অবশ্যই শুভাগত থেকে ভাল,Positive,
হে মহান আল্লাহ্ কাফেরদের হেদায়েত দান কর সত্যের পথ দেখাও,Positive,
আমি মিথ্যা বলবো না বাংলালিংক কেনার পর অফার পেয়েছি আমি একজন বাংলালিংক গাহোক ধন্যবাদ,Positive,
এতে অপমানিত হওয়ার কিছু নেই এখানে গর্ববোধ করার অনেক কিছু আছে,Positive,
গুড এর পর বিয়ে এর পর সন্তান এটাই ভালো হত,Positive,
